,name,alternating,positive,alexander_polynomial
2586,12n_497,N,N,1-9*t+25*t^2-35*t^3+25*t^4-9*t^5+t^6
2587,12n_498,N,N,5-20*t+29*t^2-20*t^3+5*t^4
2588,12n_499,N,N,1-5*t+10*t^2-13*t^3+10*t^4-5*t^5+t^6
2589,12n_500,N,N,2-6*t+11*t^2-13*t^3+11*t^4-6*t^5+2*t^6
2590,12n_501,N,N,4-12*t+17*t^2-12*t^3+4*t^4
2591,12n_502,N,Y,2-3*t+t^2+t^3-t^4+t^5+t^6-3*t^7+2*t^8
2592,12n_503,N,Y,4-8*t+5*t^2-t^3+5*t^4-8*t^5+4*t^6
2593,12n_504,N,N,1-6*t+15*t^2-24*t^3+29*t^4-24*t^5+15*t^6-6*t^7+t^8
2594,12n_505,N,N,1-8*t+24*t^2-33*t^3+24*t^4-8*t^5+t^6
2595,12n_506,N,N,1-6*t+14*t^2-17*t^3+14*t^4-6*t^5+t^6
2596,12n_507,N,N,1-7*t+18*t^2-23*t^3+18*t^4-7*t^5+t^6
2597,12n_508,N,N,1-4*t+10*t^2-16*t^3+19*t^4-16*t^5+10*t^6-4*t^7+t^8
2598,12n_509,N,N,1-5*t+8*t^2-7*t^3+7*t^4-7*t^5+8*t^6-5*t^7+t^8
2599,12n_510,N,N,1-11*t+29*t^2-39*t^3+29*t^4-11*t^5+t^6
2600,12n_511,N,N,2-9*t+19*t^2-25*t^3+19*t^4-9*t^5+2*t^6
2601,12n_512,N,N,2-7*t+15*t^2-19*t^3+15*t^4-7*t^5+2*t^6
2602,12n_513,N,N,2-13*t+29*t^2-37*t^3+29*t^4-13*t^5+2*t^6
2603,12n_514,N,N,1-3*t+8*t^2-11*t^3+8*t^4-3*t^5+t^6
2604,12n_515,N,N,2-10*t+20*t^2-25*t^3+20*t^4-10*t^5+2*t^6
2605,12n_516,N,N,2-11*t+22*t^2-27*t^3+22*t^4-11*t^5+2*t^6
2606,12n_517,N,N,1-4*t+11*t^2-21*t^3+27*t^4-21*t^5+11*t^6-4*t^7+t^8
2607,12n_518,N,Y,1-6*t^2+16*t^3-21*t^4+16*t^5-6*t^6+t^8
2608,12n_519,N,N,2-3*t+2*t^2
2609,12n_520,N,N,4-18*t+27*t^2-18*t^3+4*t^4
2610,12n_521,N,N,1-6*t+14*t^2-18*t^3+17*t^4-18*t^5+14*t^6-6*t^7+t^8
2611,12n_522,N,N,1-2*t+5*t^2-7*t^3+5*t^4-2*t^5+t^6
2612,12n_523,N,N,2-3*t+3*t^2-3*t^3+2*t^4
2613,12n_524,N,N,2-11*t+21*t^2-23*t^3+21*t^4-11*t^5+2*t^6
2614,12n_525,N,N,1-8*t+28*t^2-43*t^3+28*t^4-8*t^5+t^6
2615,12n_526,N,N,1-4*t+6*t^2-3*t^3+t^4-3*t^5+6*t^6-4*t^7+t^8
2616,12n_527,N,N,3-12*t+20*t^2-23*t^3+20*t^4-12*t^5+3*t^6
2617,12n_528,N,N,1+2*t-10*t^2+15*t^3-10*t^4+2*t^5+t^6
2618,12n_529,N,N,1-10*t+28*t^2-37*t^3+28*t^4-10*t^5+t^6
2619,12n_530,N,N,2-10*t+19*t^2-21*t^3+19*t^4-10*t^5+2*t^6
2620,12n_531,N,N,1-4*t+11*t^2-20*t^3+25*t^4-20*t^5+11*t^6-4*t^7+t^8
2621,12n_532,N,N,2-11*t+29*t^2-41*t^3+29*t^4-11*t^5+2*t^6
2622,12n_533,N,N,1-4*t+8*t^2-12*t^3+13*t^4-12*t^5+8*t^6-4*t^7+t^8
2623,12n_534,N,N,2-11*t+25*t^2-33*t^3+25*t^4-11*t^5+2*t^6
2624,12n_535,N,N,1-7*t+11*t^2-7*t^3+t^4
2625,12n_536,N,N,1-7*t+19*t^2-27*t^3+19*t^4-7*t^5+t^6
2626,12n_537,N,N,2-12*t+27*t^2-33*t^3+27*t^4-12*t^5+2*t^6
2627,12n_538,N,N,1-5*t+10*t^2-11*t^3+11*t^4-11*t^5+10*t^6-5*t^7+t^8
2628,12n_539,N,N,1-5*t+14*t^2-27*t^3+33*t^4-27*t^5+14*t^6-5*t^7+t^8
2629,12n_540,N,N,2-10*t+21*t^2-25*t^3+21*t^4-10*t^5+2*t^6
2630,12n_541,N,N,2-9*t+19*t^2-23*t^3+19*t^4-9*t^5+2*t^6
2631,12n_542,N,N,1-9*t+28*t^2-39*t^3+28*t^4-9*t^5+t^6
2632,12n_543,N,N,1-5*t+15*t^2-21*t^3+15*t^4-5*t^5+t^6
2633,12n_544,N,N,2-12*t+28*t^2-35*t^3+28*t^4-12*t^5+2*t^6
2634,12n_545,N,N,2-10*t+19*t^2-23*t^3+19*t^4-10*t^5+2*t^6
2635,12n_546,N,N,2-8*t+14*t^2-15*t^3+14*t^4-8*t^5+2*t^6
2636,12n_547,N,N,4-17*t+27*t^2-17*t^3+4*t^4
2637,12n_548,N,N,1-8*t+20*t^2-27*t^3+20*t^4-8*t^5+t^6
2638,12n_549,N,N,1-3*t+6*t^2-7*t^3+6*t^4-3*t^5+t^6
2639,12n_550,N,N,2-8*t+13*t^2-8*t^3+2*t^4
2640,12n_551,N,N,3-13*t+23*t^2-27*t^3+23*t^4-13*t^5+3*t^6
2641,12n_552,N,N,1-3*t+t^2+t^3+t^4-3*t^5+t^6
2642,12n_553,N,N,4-20*t+33*t^2-20*t^3+4*t^4
2643,12n_554,N,N,2-7*t+9*t^2-7*t^3+2*t^4
2644,12n_555,N,N,1-9*t+33*t^2-49*t^3+33*t^4-9*t^5+t^6
2645,12n_556,N,N,4-20*t+33*t^2-20*t^3+4*t^4
2646,12n_557,N,N,3-12*t+21*t^2-25*t^3+21*t^4-12*t^5+3*t^6
2647,12n_558,N,N,1-3*t+8*t^2-11*t^3+8*t^4-3*t^5+t^6
2648,12n_559,N,N,2-7*t+11*t^2-13*t^3+11*t^4-7*t^5+2*t^6
2649,12n_560,N,N,3-14*t+30*t^2-39*t^3+30*t^4-14*t^5+3*t^6
2650,12n_561,N,N,4-14*t+19*t^2-14*t^3+4*t^4
2651,12n_562,N,N,3-9*t+11*t^2-9*t^3+3*t^4
2652,12n_563,N,N,5-18*t+25*t^2-18*t^3+5*t^4
2653,12n_564,N,N,2-10*t+15*t^2-10*t^3+2*t^4
2654,12n_565,N,N,2-7*t+9*t^2-9*t^3+9*t^4-7*t^5+2*t^6
2655,12n_566,N,N,4-16*t+23*t^2-16*t^3+4*t^4
2656,12n_567,N,N,3-13*t+26*t^2-33*t^3+26*t^4-13*t^5+3*t^6
2657,12n_568,N,N,3-12*t+24*t^2-29*t^3+24*t^4-12*t^5+3*t^6
2658,12n_569,N,N,3-10*t+18*t^2-21*t^3+18*t^4-10*t^5+3*t^6
2659,12n_570,N,N,1-3*t+6*t^2-8*t^3+9*t^4-8*t^5+6*t^6-3*t^7+t^8
2660,12n_571,N,N,1-3*t+4*t^2-4*t^3+3*t^4-4*t^5+4*t^6-3*t^7+t^8
2661,12n_572,N,N,2-7*t+14*t^2-17*t^3+14*t^4-7*t^5+2*t^6
2662,12n_573,N,N,2-7*t+12*t^2-15*t^3+12*t^4-7*t^5+2*t^6
2663,12n_574,N,Y,1-t+2*t^3-3*t^4+3*t^5-3*t^6+2*t^7-t^9+t^10
2664,12n_575,N,Y,2-3*t+t^2+4*t^3-7*t^4+4*t^5+t^6-3*t^7+2*t^8
2665,12n_576,N,Y,2-4*t+5*t^2-4*t^3+3*t^4-4*t^5+5*t^6-4*t^7+2*t^8
2666,12n_577,N,N,1-3*t+6*t^2-7*t^3+6*t^4-3*t^5+t^6
2667,12n_578,N,N,3-11*t+20*t^2-25*t^3+20*t^4-11*t^5+3*t^6
2668,12n_579,N,N,1-2*t-3*t^2+9*t^3-3*t^4-2*t^5+t^6
2669,12n_580,N,N,5-16*t+23*t^2-16*t^3+5*t^4
2670,12n_581,N,Y,3-5*t+4*t^2-3*t^3+4*t^4-5*t^5+3*t^6
2671,12n_582,N,N,1-2*t+3*t^2-2*t^3+t^4
2672,12n_583,N,N,5-16*t+21*t^2-16*t^3+5*t^4
2673,12n_584,N,N,1-8*t+22*t^2-29*t^3+22*t^4-8*t^5+t^6
2674,12n_585,N,Y,4-9*t+10*t^2-9*t^3+10*t^4-9*t^5+4*t^6
2675,12n_586,N,N,1-8*t+24*t^2-35*t^3+24*t^4-8*t^5+t^6
2676,12n_587,N,N,1-10*t+28*t^2-39*t^3+28*t^4-10*t^5+t^6
2677,12n_588,N,N,2-9*t+19*t^2-25*t^3+19*t^4-9*t^5+2*t^6
2678,12n_589,N,N,2-12*t+26*t^2-33*t^3+26*t^4-12*t^5+2*t^6
2679,12n_590,N,N,1-4*t+4*t^2-2*t^3+t^4-2*t^5+4*t^6-4*t^7+t^8
2680,12n_591,N,Y,1-2*t^2+2*t^3-t^4+2*t^5-2*t^6+t^8
2681,12n_592,N,N,1-4*t+8*t^2-8*t^3+7*t^4-8*t^5+8*t^6-4*t^7+t^8
2682,12n_593,N,N,2-9*t+13*t^2-13*t^3+13*t^4-9*t^5+2*t^6
2683,12n_594,N,Y,2-t-5*t^2+9*t^3-5*t^4-t^5+2*t^6
2684,12n_595,N,N,2-9*t+21*t^2-27*t^3+21*t^4-9*t^5+2*t^6
2685,12n_596,N,N,3-11*t+21*t^2-25*t^3+21*t^4-11*t^5+3*t^6
2686,12n_597,N,N,2-8*t+17*t^2-21*t^3+17*t^4-8*t^5+2*t^6
2687,12n_598,N,N,1-8*t+24*t^2-33*t^3+24*t^4-8*t^5+t^6
2688,12n_599,N,N,1-4*t+7*t^2-10*t^3+11*t^4-10*t^5+7*t^6-4*t^7+t^8
2689,12n_600,N,Y,4-9*t+12*t^2-13*t^3+12*t^4-9*t^5+4*t^6
2690,12n_601,N,N,1-3*t+6*t^2-7*t^3+6*t^4-3*t^5+t^6
2691,12n_602,N,N,1-9*t+24*t^2-31*t^3+24*t^4-9*t^5+t^6
2692,12n_603,N,N,1-4*t+4*t^2-3*t^4+4*t^6-4*t^7+t^8
2693,12n_604,N,N,1-4*t+10*t^2-16*t^3+19*t^4-16*t^5+10*t^6-4*t^7+t^8
2694,12n_605,N,N,1-2*t+4*t^3-7*t^4+4*t^5-2*t^7+t^8
2695,12n_606,N,N,2-8*t+18*t^2-23*t^3+18*t^4-8*t^5+2*t^6
2696,12n_607,N,N,2-7*t+13*t^2-15*t^3+13*t^4-7*t^5+2*t^6
2697,12n_608,N,N,3-10*t+15*t^2-10*t^3+3*t^4
2698,12n_609,N,N,1-4*t+7*t^2-6*t^3+5*t^4-6*t^5+7*t^6-4*t^7+t^8
2699,12n_610,N,N,1-4*t+8*t^2-12*t^3+15*t^4-12*t^5+8*t^6-4*t^7+t^8
2700,12n_611,N,N,2-9*t+17*t^2-19*t^3+17*t^4-9*t^5+2*t^6
2701,12n_612,N,N,1-9*t+23*t^2-29*t^3+23*t^4-9*t^5+t^6
2702,12n_613,N,N,1-6*t+15*t^2-23*t^3+27*t^4-23*t^5+15*t^6-6*t^7+t^8
2703,12n_614,N,N,1-6*t+17*t^2-25*t^3+17*t^4-6*t^5+t^6
2704,12n_615,N,N,1-6*t+15*t^2-19*t^3+17*t^4-19*t^5+15*t^6-6*t^7+t^8
2705,12n_616,N,N,1-6*t+15*t^2-21*t^3+15*t^4-6*t^5+t^6
2706,12n_617,N,N,1-3*t+3*t^3-3*t^5+t^6
2707,12n_618,N,N,1-6*t+15*t^2-21*t^3+21*t^4-21*t^5+15*t^6-6*t^7+t^8
2708,12n_619,N,N,1-6*t+14*t^2-15*t^3+13*t^4-15*t^5+14*t^6-6*t^7+t^8
2709,12n_620,N,N,2-13*t+34*t^2-45*t^3+34*t^4-13*t^5+2*t^6
2710,12n_621,N,N,1-7*t+23*t^2-33*t^3+23*t^4-7*t^5+t^6
2711,12n_622,N,N,1-6*t+14*t^2-19*t^3+19*t^4-19*t^5+14*t^6-6*t^7+t^8
2712,12n_623,N,N,1-5*t+10*t^2-8*t^3+5*t^4-8*t^5+10*t^6-5*t^7+t^8
2713,12n_624,N,N,1-3*t+6*t^3-9*t^4+6*t^5-3*t^7+t^8
2714,12n_625,N,N,1-5*t+12*t^2-18*t^3+19*t^4-18*t^5+12*t^6-5*t^7+t^8
2715,12n_626,N,N,2-15*t+36*t^2-47*t^3+36*t^4-15*t^5+2*t^6
2716,12n_627,N,N,1-4*t+12*t^2-25*t^3+33*t^4-25*t^5+12*t^6-4*t^7+t^8
2717,12n_628,N,N,1-8*t+25*t^2-37*t^3+25*t^4-8*t^5+t^6
2718,12n_629,N,N,1-4*t+6*t^2-5*t^3+6*t^4-4*t^5+t^6
2719,12n_630,N,N,1-4*t+3*t^2+t^3+3*t^4-4*t^5+t^6
2720,12n_631,N,N,1-6*t+19*t^2-29*t^3+19*t^4-6*t^5+t^6
2721,12n_632,N,N,1-7*t+19*t^2-30*t^3+33*t^4-30*t^5+19*t^6-7*t^7+t^8
2722,12n_633,N,N,2-10*t+22*t^2-29*t^3+22*t^4-10*t^5+2*t^6
2723,12n_634,N,N,1-5*t+11*t^2-13*t^3+11*t^4-5*t^5+t^6
2724,12n_635,N,N,1-7*t+19*t^2-32*t^3+39*t^4-32*t^5+19*t^6-7*t^7+t^8
2725,12n_636,N,N,1-7*t+19*t^2-27*t^3+19*t^4-7*t^5+t^6
2726,12n_637,N,N,2-13*t+32*t^2-41*t^3+32*t^4-13*t^5+2*t^6
2727,12n_638,N,Y,2-3*t+2*t^2-t^3+2*t^4-3*t^5+2*t^6
2728,12n_639,N,N,1-4*t+5*t^2-5*t^3+5*t^4-5*t^5+5*t^6-4*t^7+t^8
2729,12n_640,N,Y,1-3*t^2+7*t^3-9*t^4+7*t^5-3*t^6+t^8
2730,12n_641,N,N,1-4*t+9*t^2-13*t^3+15*t^4-13*t^5+9*t^6-4*t^7+t^8
2731,12n_642,N,N,1+7*t-15*t^2+7*t^3+t^4
2732,12n_643,N,N,2-8*t+10*t^2-9*t^3+10*t^4-8*t^5+2*t^6
2733,12n_644,N,Y,2-2*t+t^3-2*t^5+2*t^6
2734,12n_645,N,N,2-8*t+16*t^2-19*t^3+16*t^4-8*t^5+2*t^6
2735,12n_646,N,N,1-5*t+12*t^2-21*t^3+25*t^4-21*t^5+12*t^6-5*t^7+t^8
2736,12n_647,N,Y,1-3*t^2+6*t^3-7*t^4+6*t^5-3*t^6+t^8
2737,12n_648,N,N,1-4*t+3*t^2+t^3-3*t^4+t^5+3*t^6-4*t^7+t^8
2738,12n_649,N,N,1-5*t+11*t^2-14*t^3+15*t^4-14*t^5+11*t^6-5*t^7+t^8
2739,12n_650,N,N,1-4*t+7*t^2-4*t^3+t^4
2740,12n_651,N,N,2-11*t+28*t^2-37*t^3+28*t^4-11*t^5+2*t^6
2741,12n_652,N,N,1-5*t+15*t^2-30*t^3+37*t^4-30*t^5+15*t^6-5*t^7+t^8
2742,12n_653,N,N,1-4*t+5*t^2-6*t^3+7*t^4-6*t^5+5*t^6-4*t^7+t^8
2743,12n_654,N,N,2-8*t+9*t^2-7*t^3+9*t^4-8*t^5+2*t^6
2744,12n_655,N,Y,2-2*t-t^2+3*t^3-t^4-2*t^5+2*t^6
2745,12n_656,N,N,2-10*t+23*t^2-29*t^3+23*t^4-10*t^5+2*t^6
2746,12n_657,N,N,1-4*t+9*t^2-16*t^3+21*t^4-16*t^5+9*t^6-4*t^7+t^8
2747,12n_658,N,N,1-5*t+12*t^2-17*t^3+19*t^4-17*t^5+12*t^6-5*t^7+t^8
2748,12n_659,N,N,2-10*t+16*t^2-17*t^3+16*t^4-10*t^5+2*t^6
2749,12n_660,N,N,1+3*t-12*t^2+17*t^3-12*t^4+3*t^5+t^6
2750,12n_661,N,N,2-6*t+5*t^2-3*t^3+5*t^4-6*t^5+2*t^6
2751,12n_662,N,N,2-8*t+13*t^2-13*t^3+13*t^4-8*t^5+2*t^6
2752,12n_663,N,N,1-6*t+15*t^2-23*t^3+25*t^4-23*t^5+15*t^6-6*t^7+t^8
2753,12n_664,N,N,1-7*t+20*t^2-34*t^3+41*t^4-34*t^5+20*t^6-7*t^7+t^8
2754,12n_665,N,N,2-10*t+15*t^2-10*t^3+2*t^4
2755,12n_666,N,N,1-4*t+10*t^2-16*t^3+19*t^4-16*t^5+10*t^6-4*t^7+t^8
2756,12n_667,N,N,2-8*t+17*t^2-21*t^3+17*t^4-8*t^5+2*t^6
2757,12n_668,N,N,1-5*t+13*t^2-21*t^3+25*t^4-21*t^5+13*t^6-5*t^7+t^8
2758,12n_669,N,N,2-10*t+23*t^2-29*t^3+23*t^4-10*t^5+2*t^6
2759,12n_670,N,N,1-2*t+3*t^2-4*t^3+5*t^4-4*t^5+3*t^6-2*t^7+t^8
2760,12n_671,N,N,1-6*t+13*t^2-18*t^3+19*t^4-18*t^5+13*t^6-6*t^7+t^8
2761,12n_672,N,N,1-4*t+12*t^2-17*t^3+12*t^4-4*t^5+t^6
2762,12n_673,N,N,1-t+t^4-t^7+t^8
2763,12n_674,N,N,1-5*t+10*t^2-14*t^3+15*t^4-14*t^5+10*t^6-5*t^7+t^8
2764,12n_675,N,N,1-3*t+6*t^2-8*t^3+9*t^4-8*t^5+6*t^6-3*t^7+t^8
2765,12n_676,N,N,2-2*t-4*t^2+9*t^3-4*t^4-2*t^5+2*t^6
2766,12n_677,N,N,2-10*t+20*t^2-25*t^3+20*t^4-10*t^5+2*t^6
2767,12n_678,N,N,2-8*t+18*t^2-23*t^3+18*t^4-8*t^5+2*t^6
2768,12n_679,N,Y,1-t-t^2+4*t^3-6*t^4+7*t^5-6*t^6+4*t^7-t^8-t^9+t^10
2769,12n_680,N,Y,2-3*t-t^2+8*t^3-11*t^4+8*t^5-t^6-3*t^7+2*t^8
2770,12n_681,N,N,1-2*t+3*t^2-4*t^3+5*t^4-4*t^5+3*t^6-2*t^7+t^8
2771,12n_682,N,N,1-6*t+13*t^2-18*t^3+19*t^4-18*t^5+13*t^6-6*t^7+t^8
2772,12n_683,N,N,1-4*t+11*t^2-18*t^3+21*t^4-18*t^5+11*t^6-4*t^7+t^8
2773,12n_684,N,N,1-4*t+10*t^2-15*t^3+17*t^4-15*t^5+10*t^6-4*t^7+t^8
2774,12n_685,N,N,2-8*t+18*t^2-23*t^3+18*t^4-8*t^5+2*t^6
2775,12n_686,N,N,1-5*t+13*t^2-19*t^3+21*t^4-19*t^5+13*t^6-5*t^7+t^8
2776,12n_687,N,N,2-10*t+25*t^2-33*t^3+25*t^4-10*t^5+2*t^6
2777,12n_688,N,Y,1-t-t^2+5*t^3-9*t^4+11*t^5-9*t^6+5*t^7-t^8-t^9+t^10
2778,12n_689,N,Y,2-3*t+5*t^3-7*t^4+5*t^5-3*t^7+2*t^8
2779,12n_690,N,N,1+2*t-12*t^2+19*t^3-12*t^4+2*t^5+t^6
2780,12n_691,N,Y,2-3*t-2*t^2+12*t^3-17*t^4+12*t^5-2*t^6-3*t^7+2*t^8
2781,12n_692,N,Y,2-3*t-2*t^2+12*t^3-17*t^4+12*t^5-2*t^6-3*t^7+2*t^8
2782,12n_693,N,N,1-4*t+2*t^2+7*t^3-13*t^4+7*t^5+2*t^6-4*t^7+t^8
2783,12n_694,N,Y,1-4*t^2+9*t^3-11*t^4+9*t^5-4*t^6+t^8
2784,12n_695,N,N,1-4*t+10*t^2-17*t^3+21*t^4-17*t^5+10*t^6-4*t^7+t^8
2785,12n_696,N,N,1-4*t+2*t^2+7*t^3-13*t^4+7*t^5+2*t^6-4*t^7+t^8
2786,12n_697,N,N,1-4*t+6*t^2-t^3-3*t^4-t^5+6*t^6-4*t^7+t^8
2787,12n_698,N,N,2-12*t+25*t^2-31*t^3+25*t^4-12*t^5+2*t^6
2788,12n_699,N,N,2-12*t+19*t^2-12*t^3+2*t^4
2789,12n_700,N,N,2-11*t+21*t^2-25*t^3+21*t^4-11*t^5+2*t^6
2790,12n_701,N,N,3-16*t+25*t^2-16*t^3+3*t^4
2791,12n_702,N,N,2-12*t+28*t^2-37*t^3+28*t^4-12*t^5+2*t^6
2792,12n_703,N,N,1-5*t+11*t^2-13*t^3+13*t^4-13*t^5+11*t^6-5*t^7+t^8
2793,12n_704,N,N,4-15*t+23*t^2-15*t^3+4*t^4
2794,12n_705,N,N,1-9*t+26*t^2-37*t^3+26*t^4-9*t^5+t^6
2795,12n_706,N,N,1-4*t+6*t^2-8*t^3+11*t^4-8*t^5+6*t^6-4*t^7+t^8
2796,12n_707,N,N,1-4*t+11*t^2-17*t^3+19*t^4-17*t^5+11*t^6-4*t^7+t^8
2797,12n_708,N,N,1-3*t+6*t^2-9*t^3+11*t^4-9*t^5+6*t^6-3*t^7+t^8
2798,12n_709,N,N,1-4*t+8*t^2-11*t^3+13*t^4-11*t^5+8*t^6-4*t^7+t^8
2799,12n_710,N,N,2-10*t+22*t^2-27*t^3+22*t^4-10*t^5+2*t^6
2800,12n_711,N,N,1-5*t+13*t^2-23*t^3+29*t^4-23*t^5+13*t^6-5*t^7+t^8
2801,12n_712,N,N,3-13*t+27*t^2-33*t^3+27*t^4-13*t^5+3*t^6
2802,12n_713,N,N,3-11*t+20*t^2-23*t^3+20*t^4-11*t^5+3*t^6
2803,12n_714,N,N,3-14*t+30*t^2-37*t^3+30*t^4-14*t^5+3*t^6
2804,12n_715,N,N,6-22*t+33*t^2-22*t^3+6*t^4
2805,12n_716,N,N,2-9*t+18*t^2-21*t^3+18*t^4-9*t^5+2*t^6
2806,12n_717,N,N,1-4*t+12*t^2-17*t^3+12*t^4-4*t^5+t^6
2807,12n_718,N,N,2-7*t+12*t^2-13*t^3+12*t^4-7*t^5+2*t^6
2808,12n_719,N,N,1-5*t+13*t^2-17*t^3+13*t^4-5*t^5+t^6
2809,12n_720,N,N,2-11*t+23*t^2-29*t^3+23*t^4-11*t^5+2*t^6
2810,12n_721,N,N,1-2*t+3*t^2-4*t^3+5*t^4-4*t^5+3*t^6-2*t^7+t^8
2811,12n_722,N,N,1-4*t+7*t^2-10*t^3+11*t^4-10*t^5+7*t^6-4*t^7+t^8
2812,12n_723,N,N,2-4*t+3*t^2-t^3+3*t^4-4*t^5+2*t^6
2813,12n_724,N,N,2-8*t+13*t^2-15*t^3+13*t^4-8*t^5+2*t^6
2814,12n_725,N,Y,1-t+t^3-2*t^4+3*t^5-2*t^6+t^7-t^9+t^10
2815,12n_726,N,N,4-16*t+23*t^2-16*t^3+4*t^4
2816,12n_727,N,N,2-10*t+21*t^2-25*t^3+21*t^4-10*t^5+2*t^6
2817,12n_728,N,N,1-5*t+13*t^2-22*t^3+25*t^4-22*t^5+13*t^6-5*t^7+t^8
2818,12n_729,N,N,2-9*t+16*t^2-19*t^3+16*t^4-9*t^5+2*t^6
2819,12n_730,N,N,1-4*t+11*t^2-15*t^3+11*t^4-4*t^5+t^6
2820,12n_731,N,N,2-11*t+28*t^2-39*t^3+28*t^4-11*t^5+2*t^6
2821,12n_732,N,N,1-9*t+28*t^2-39*t^3+28*t^4-9*t^5+t^6
2822,12n_733,N,N,2-12*t+31*t^2-41*t^3+31*t^4-12*t^5+2*t^6
2823,12n_734,N,N,2-10*t+19*t^2-23*t^3+19*t^4-10*t^5+2*t^6
2824,12n_735,N,N,4-18*t+27*t^2-18*t^3+4*t^4
2825,12n_736,N,N,2-13*t+36*t^2-49*t^3+36*t^4-13*t^5+2*t^6
2826,12n_737,N,N,2-7*t+9*t^2-9*t^3+9*t^4-7*t^5+2*t^6
2827,12n_738,N,N,2-13*t+30*t^2-39*t^3+30*t^4-13*t^5+2*t^6
2828,12n_739,N,N,1-4*t+5*t^2+t^3-5*t^4+t^5+5*t^6-4*t^7+t^8
2829,12n_740,N,N,2-10*t+24*t^2-33*t^3+24*t^4-10*t^5+2*t^6
2830,12n_741,N,N,3-11*t+21*t^2-25*t^3+21*t^4-11*t^5+3*t^6
2831,12n_742,N,N,2-9*t+21*t^2-27*t^3+21*t^4-9*t^5+2*t^6
2832,12n_743,N,N,6-21*t+31*t^2-21*t^3+6*t^4
2833,12n_744,N,N,2-9*t+15*t^2-17*t^3+15*t^4-9*t^5+2*t^6
2834,12n_745,N,N,1-10*t+30*t^2-43*t^3+30*t^4-10*t^5+t^6
2835,12n_746,N,N,2-11*t+28*t^2-37*t^3+28*t^4-11*t^5+2*t^6
2836,12n_747,N,N,1-5*t+13*t^2-20*t^3+23*t^4-20*t^5+13*t^6-5*t^7+t^8
2837,12n_748,N,N,1-4*t+9*t^2-16*t^3+19*t^4-16*t^5+9*t^6-4*t^7+t^8
2838,12n_749,N,N,1-t+t^2-t^3+t^4-t^5+t^6
2839,12n_750,N,N,2-5*t+7*t^2-5*t^3+2*t^4
2840,12n_751,N,N,1-4*t+9*t^2-13*t^3+15*t^4-13*t^5+9*t^6-4*t^7+t^8
2841,12n_752,N,N,2-9*t+20*t^2-25*t^3+20*t^4-9*t^5+2*t^6
2842,12n_753,N,N,2-11*t+24*t^2-31*t^3+24*t^4-11*t^5+2*t^6
2843,12n_754,N,N,1-5*t+13*t^2-21*t^3+25*t^4-21*t^5+13*t^6-5*t^7+t^8
2844,12n_755,N,N,1-10*t+29*t^2-39*t^3+29*t^4-10*t^5+t^6
2845,12n_756,N,N,2-10*t+23*t^2-29*t^3+23*t^4-10*t^5+2*t^6
2846,12n_757,N,N,1-9*t+28*t^2-39*t^3+28*t^4-9*t^5+t^6
2847,12n_758,N,Y,5-14*t+21*t^2-23*t^3+21*t^4-14*t^5+5*t^6
2848,12n_759,N,N,7-28*t+41*t^2-28*t^3+7*t^4
2849,12n_760,N,N,2-11*t+29*t^2-41*t^3+29*t^4-11*t^5+2*t^6
2850,12n_761,N,N,1-5*t+10*t^2-10*t^3+9*t^4-10*t^5+10*t^6-5*t^7+t^8
2851,12n_762,N,N,1-5*t+10*t^2-12*t^3+13*t^4-12*t^5+10*t^6-5*t^7+t^8
2852,12n_763,N,N,1-12*t+36*t^2-51*t^3+36*t^4-12*t^5+t^6
2853,12n_764,N,Y,3-5*t+3*t^2-t^3+3*t^4-5*t^5+3*t^6
2854,12n_765,N,N,3-15*t+31*t^2-39*t^3+31*t^4-15*t^5+3*t^6
2855,12n_766,N,N,3-13*t+21*t^2-23*t^3+21*t^4-13*t^5+3*t^6
2856,12n_767,N,N,1-4*t+9*t^2-15*t^3+17*t^4-15*t^5+9*t^6-4*t^7+t^8
2857,12n_768,N,N,1-3*t+5*t^2-7*t^3+5*t^4-3*t^5+t^6
2858,12n_769,N,N,2-8*t+20*t^2-27*t^3+20*t^4-8*t^5+2*t^6
2859,12n_770,N,N,3-16*t+35*t^2-45*t^3+35*t^4-16*t^5+3*t^6
2860,12n_771,N,N,2-10*t+24*t^2-31*t^3+24*t^4-10*t^5+2*t^6
2861,12n_772,N,N,3-13*t+29*t^2-37*t^3+29*t^4-13*t^5+3*t^6
2862,12n_773,N,N,3-11*t+19*t^2-23*t^3+19*t^4-11*t^5+3*t^6
2863,12n_774,N,N,4-13*t+17*t^2-13*t^3+4*t^4
2864,12n_775,N,N,1-6*t+17*t^2-27*t^3+29*t^4-27*t^5+17*t^6-6*t^7+t^8
2865,12n_776,N,N,1-6*t+15*t^2-21*t^3+21*t^4-21*t^5+15*t^6-6*t^7+t^8
2866,12n_777,N,N,2-8*t+14*t^2-17*t^3+14*t^4-8*t^5+2*t^6
2867,12n_778,N,N,3-11*t+18*t^2-21*t^3+18*t^4-11*t^5+3*t^6
2868,12n_779,N,N,2-11*t+26*t^2-33*t^3+26*t^4-11*t^5+2*t^6
2869,12n_780,N,N,1-8*t+19*t^2-25*t^3+19*t^4-8*t^5+t^6
2870,12n_781,N,N,1-4*t+10*t^2-19*t^3+25*t^4-19*t^5+10*t^6-4*t^7+t^8
2871,12n_782,N,N,2-8*t+18*t^2-25*t^3+18*t^4-8*t^5+2*t^6
