,name,alternating,positive,alexander_polynomial
389,11a_140,Y,N,2-8*t+14*t^2-17*t^3+14*t^4-8*t^5+2*t^6
390,11a_141,Y,N,2-11*t+24*t^2-29*t^3+24*t^4-11*t^5+2*t^6
391,11a_142,Y,N,1-5*t+8*t^2-10*t^3+11*t^4-10*t^5+8*t^6-5*t^7+t^8
392,11a_143,Y,N,2-11*t+20*t^2-23*t^3+20*t^4-11*t^5+2*t^6
393,11a_144,Y,N,2-10*t+16*t^2-17*t^3+16*t^4-10*t^5+2*t^6
394,11a_145,Y,N,4-21*t+33*t^2-21*t^3+4*t^4
395,11a_146,Y,N,1-6*t+15*t^2-25*t^3+29*t^4-25*t^5+15*t^6-6*t^7+t^8
396,11a_147,Y,N,1-6*t+17*t^2-32*t^3+39*t^4-32*t^5+17*t^6-6*t^7+t^8
397,11a_148,Y,N,7-29*t+43*t^2-29*t^3+7*t^4
398,11a_149,Y,N,2-12*t+30*t^2-39*t^3+30*t^4-12*t^5+2*t^6
399,11a_150,Y,N,2-13*t+29*t^2-37*t^3+29*t^4-13*t^5+2*t^6
400,11a_151,Y,N,1-6*t+15*t^2-26*t^3+31*t^4-26*t^5+15*t^6-6*t^7+t^8
401,11a_152,Y,N,2-12*t+27*t^2-35*t^3+27*t^4-12*t^5+2*t^6
402,11a_153,Y,N,2-10*t+20*t^2-25*t^3+20*t^4-10*t^5+2*t^6
403,11a_154,Y,N,4-17*t+25*t^2-17*t^3+4*t^4
404,11a_155,Y,N,3-16*t+40*t^2-53*t^3+40*t^4-16*t^5+3*t^6
405,11a_156,Y,N,1-5*t+11*t^2-18*t^3+21*t^4-18*t^5+11*t^6-5*t^7+t^8
406,11a_157,Y,N,1-6*t+16*t^2-28*t^3+33*t^4-28*t^5+16*t^6-6*t^7+t^8
407,11a_158,Y,N,1-5*t+14*t^2-25*t^3+29*t^4-25*t^5+14*t^6-5*t^7+t^8
408,11a_159,Y,N,1-9*t+27*t^2-37*t^3+27*t^4-9*t^5+t^6
409,11a_160,Y,N,1-6*t+17*t^2-30*t^3+37*t^4-30*t^5+17*t^6-6*t^7+t^8
410,11a_161,Y,N,2-8*t+12*t^2-13*t^3+12*t^4-8*t^5+2*t^6
411,11a_162,Y,N,1-7*t+20*t^2-35*t^3+41*t^4-35*t^5+20*t^6-7*t^7+t^8
412,11a_163,Y,N,1-6*t+15*t^2-24*t^3+27*t^4-24*t^5+15*t^6-6*t^7+t^8
413,11a_164,Y,N,1-7*t+20*t^2-35*t^3+43*t^4-35*t^5+20*t^6-7*t^7+t^8
414,11a_165,Y,N,2-9*t+18*t^2-23*t^3+18*t^4-9*t^5+2*t^6
415,11a_166,Y,N,4-15*t+21*t^2-15*t^3+4*t^4
416,11a_167,Y,N,2-11*t+26*t^2-35*t^3+26*t^4-11*t^5+2*t^6
417,11a_168,Y,N,2-12*t+29*t^2-39*t^3+29*t^4-12*t^5+2*t^6
418,11a_169,Y,N,2-12*t+28*t^2-37*t^3+28*t^4-12*t^5+2*t^6
419,11a_170,Y,N,1-6*t+20*t^2-40*t^3+51*t^4-40*t^5+20*t^6-6*t^7+t^8
420,11a_171,Y,N,1-7*t+21*t^2-39*t^3+47*t^4-39*t^5+21*t^6-7*t^7+t^8
421,11a_172,Y,N,2-13*t+33*t^2-43*t^3+33*t^4-13*t^5+2*t^6
422,11a_173,Y,N,2-12*t+32*t^2-43*t^3+32*t^4-12*t^5+2*t^6
423,11a_174,Y,N,1-5*t+11*t^2-15*t^3+15*t^4-15*t^5+11*t^6-5*t^7+t^8
424,11a_175,Y,N,1-5*t+13*t^2-21*t^3+25*t^4-21*t^5+13*t^6-5*t^7+t^8
425,11a_176,Y,N,1-5*t+13*t^2-23*t^3+27*t^4-23*t^5+13*t^6-5*t^7+t^8
426,11a_177,Y,N,1-5*t+13*t^2-19*t^3+21*t^4-19*t^5+13*t^6-5*t^7+t^8
427,11a_178,Y,N,2-11*t+29*t^2-39*t^3+29*t^4-11*t^5+2*t^6
428,11a_179,Y,N,1-5*t+9*t^2-9*t^3+9*t^4-9*t^5+9*t^6-5*t^7+t^8
429,11a_180,Y,N,1-5*t+11*t^2-17*t^3+21*t^4-17*t^5+11*t^6-5*t^7+t^8
430,11a_181,Y,N,2-11*t+23*t^2-27*t^3+23*t^4-11*t^5+2*t^6
431,11a_182,Y,N,1-5*t+11*t^2-13*t^3+13*t^4-13*t^5+11*t^6-5*t^7+t^8
432,11a_183,Y,N,2-11*t+27*t^2-35*t^3+27*t^4-11*t^5+2*t^6
433,11a_184,Y,N,1-5*t+11*t^2-17*t^3+19*t^4-17*t^5+11*t^6-5*t^7+t^8
434,11a_185,Y,N,2-11*t+25*t^2-33*t^3+25*t^4-11*t^5+2*t^6
436,11a_187,Y,N,2-11*t+27*t^2-37*t^3+27*t^4-11*t^5+2*t^6
437,11a_188,Y,N,2-9*t+15*t^2-15*t^3+15*t^4-9*t^5+2*t^6
438,11a_189,Y,N,1-6*t+17*t^2-31*t^3+39*t^4-31*t^5+17*t^6-6*t^7+t^8
439,11a_190,Y,N,2-9*t+19*t^2-25*t^3+19*t^4-9*t^5+2*t^6
442,11a_193,Y,N,2-10*t+22*t^2-27*t^3+22*t^4-10*t^5+2*t^6
443,11a_194,Y,N,1-5*t+12*t^2-18*t^3+21*t^4-18*t^5+12*t^6-5*t^7+t^8
444,11a_195,Y,N,3-13*t+21*t^2-13*t^3+3*t^4
445,11a_196,Y,N,1-6*t+17*t^2-31*t^3+37*t^4-31*t^5+17*t^6-6*t^7+t^8
446,11a_197,Y,N,3-14*t+33*t^2-43*t^3+33*t^4-14*t^5+3*t^6
447,11a_198,Y,N,2-11*t+27*t^2-35*t^3+27*t^4-11*t^5+2*t^6
448,11a_199,Y,N,2-11*t+23*t^2-27*t^3+23*t^4-11*t^5+2*t^6
450,11a_201,Y,N,4-20*t+33*t^2-20*t^3+4*t^4
451,11a_202,Y,N,2-12*t+26*t^2-31*t^3+26*t^4-12*t^5+2*t^6
452,11a_203,Y,N,1-5*t+9*t^2-11*t^3+11*t^4-11*t^5+9*t^6-5*t^7+t^8
453,11a_204,Y,N,2-11*t+23*t^2-29*t^3+23*t^4-11*t^5+2*t^6
454,11a_205,Y,N,2-10*t+21*t^2-25*t^3+21*t^4-10*t^5+2*t^6
455,11a_206,Y,N,1-5*t+7*t^2-7*t^3+7*t^4-7*t^5+7*t^6-5*t^7+t^8
456,11a_207,Y,N,2-11*t+19*t^2-21*t^3+19*t^4-11*t^5+2*t^6
457,11a_208,Y,N,2-12*t+24*t^2-29*t^3+24*t^4-12*t^5+2*t^6
458,11a_209,Y,N,1-10*t+34*t^2-51*t^3+34*t^4-10*t^5+t^6
459,11a_210,Y,N,4-18*t+29*t^2-18*t^3+4*t^4
460,11a_211,Y,N,3-17*t+27*t^2-17*t^3+3*t^4
461,11a_212,Y,N,3-16*t+35*t^2-45*t^3+35*t^4-16*t^5+3*t^6
462,11a_213,Y,N,3-16*t+33*t^2-41*t^3+33*t^4-16*t^5+3*t^6
463,11a_214,Y,N,3-17*t+29*t^2-17*t^3+3*t^4
464,11a_215,Y,N,1-6*t+17*t^2-27*t^3+31*t^4-27*t^5+17*t^6-6*t^7+t^8
465,11a_216,Y,N,1-6*t+17*t^2-31*t^3+37*t^4-31*t^5+17*t^6-6*t^7+t^8
466,11a_217,Y,N,1-6*t+16*t^2-29*t^3+35*t^4-29*t^5+16*t^6-6*t^7+t^8
467,11a_218,Y,N,1-10*t+32*t^2-45*t^3+32*t^4-10*t^5+t^6
468,11a_219,Y,N,4-22*t+35*t^2-22*t^3+4*t^4
469,11a_220,Y,N,2-10*t+19*t^2-23*t^3+19*t^4-10*t^5+2*t^6
470,11a_221,Y,N,1-5*t+10*t^2-15*t^3+17*t^4-15*t^5+10*t^6-5*t^7+t^8
471,11a_222,Y,N,2-11*t+23*t^2-29*t^3+23*t^4-11*t^5+2*t^6
472,11a_223,Y,N,1-5*t+10*t^2-14*t^3+15*t^4-14*t^5+10*t^6-5*t^7+t^8
473,11a_224,Y,N,2-10*t+20*t^2-25*t^3+20*t^4-10*t^5+2*t^6
474,11a_225,Y,N,2-8*t+11*t^2-11*t^3+11*t^4-8*t^5+2*t^6
475,11a_226,Y,N,4-18*t+27*t^2-18*t^3+4*t^4
477,11a_228,Y,N,1-10*t+32*t^2-47*t^3+32*t^4-10*t^5+t^6
478,11a_229,Y,N,4-18*t+27*t^2-18*t^3+4*t^4
479,11a_230,Y,N,3-13*t+19*t^2-13*t^3+3*t^4
480,11a_231,Y,N,1-5*t+12*t^2-20*t^3+23*t^4-20*t^5+12*t^6-5*t^7+t^8
481,11a_232,Y,N,1-5*t+14*t^2-26*t^3+31*t^4-26*t^5+14*t^6-5*t^7+t^8
482,11a_233,Y,N,1-6*t+19*t^2-37*t^3+47*t^4-37*t^5+19*t^6-6*t^7+t^8
488,11a_239,Y,N,1-7*t+22*t^2-42*t^3+51*t^4-42*t^5+22*t^6-7*t^7+t^8
497,11a_248,Y,N,1-6*t+18*t^2-34*t^3+41*t^4-34*t^5+18*t^6-6*t^7+t^8
498,11a_249,Y,N,2-11*t+27*t^2-37*t^3+27*t^4-11*t^5+2*t^6
499,11a_250,Y,N,1-5*t+11*t^2-16*t^3+19*t^4-16*t^5+11*t^6-5*t^7+t^8
500,11a_251,Y,N,1-6*t+16*t^2-27*t^3+33*t^4-27*t^5+16*t^6-6*t^7+t^8
501,11a_252,Y,N,1-6*t+16*t^2-27*t^3+31*t^4-27*t^5+16*t^6-6*t^7+t^8
502,11a_253,Y,N,1-6*t+16*t^2-27*t^3+33*t^4-27*t^5+16*t^6-6*t^7+t^8
503,11a_254,Y,N,1-6*t+16*t^2-27*t^3+31*t^4-27*t^5+16*t^6-6*t^7+t^8
504,11a_255,Y,N,1-6*t+17*t^2-30*t^3+35*t^4-30*t^5+17*t^6-6*t^7+t^8
505,11a_256,Y,N,2-12*t+31*t^2-43*t^3+31*t^4-12*t^5+2*t^6
506,11a_257,Y,N,1-5*t+12*t^2-19*t^3+23*t^4-19*t^5+12*t^6-5*t^7+t^8
507,11a_258,Y,N,2-9*t+17*t^2-19*t^3+17*t^4-9*t^5+2*t^6
508,11a_259,Y,N,1-5*t+10*t^2-15*t^3+17*t^4-15*t^5+10*t^6-5*t^7+t^8
509,11a_260,Y,N,2-9*t+15*t^2-17*t^3+15*t^4-9*t^5+2*t^6
510,11a_261,Y,N,1-6*t+16*t^2-26*t^3+31*t^4-26*t^5+16*t^6-6*t^7+t^8
511,11a_262,Y,N,2-11*t+25*t^2-31*t^3+25*t^4-11*t^5+2*t^6
513,11a_264,Y,N,1-6*t+16*t^2-28*t^3+33*t^4-28*t^5+16*t^6-6*t^7+t^8
514,11a_265,Y,N,2-11*t+25*t^2-33*t^3+25*t^4-11*t^5+2*t^6
515,11a_266,Y,N,1-7*t+23*t^2-45*t^3+57*t^4-45*t^5+23*t^6-7*t^7+t^8
516,11a_267,Y,N,1-7*t+22*t^2-41*t^3+49*t^4-41*t^5+22*t^6-7*t^7+t^8
517,11a_268,Y,N,1-6*t+17*t^2-29*t^3+33*t^4-29*t^5+17*t^6-6*t^7+t^8
518,11a_269,Y,N,1-6*t+18*t^2-32*t^3+37*t^4-32*t^5+18*t^6-6*t^7+t^8
519,11a_270,Y,N,2-12*t+32*t^2-45*t^3+32*t^4-12*t^5+2*t^6
520,11a_271,Y,N,3-17*t+40*t^2-51*t^3+40*t^4-17*t^5+3*t^6
521,11a_272,Y,N,2-13*t+35*t^2-49*t^3+35*t^4-13*t^5+2*t^6
522,11a_273,Y,N,3-16*t+37*t^2-47*t^3+37*t^4-16*t^5+3*t^6
523,11a_274,Y,N,1-6*t+18*t^2-35*t^3+45*t^4-35*t^5+18*t^6-6*t^7+t^8
524,11a_275,Y,N,3-15*t+29*t^2-35*t^3+29*t^4-15*t^5+3*t^6
525,11a_276,Y,N,3-17*t+37*t^2-47*t^3+37*t^4-17*t^5+3*t^6
526,11a_277,Y,N,1-6*t+17*t^2-28*t^3+31*t^4-28*t^5+17*t^6-6*t^7+t^8
527,11a_278,Y,N,2-12*t+33*t^2-47*t^3+33*t^4-12*t^5+2*t^6
528,11a_279,Y,N,3-12*t+20*t^2-21*t^3+20*t^4-12*t^5+3*t^6
529,11a_280,Y,N,6-26*t+41*t^2-26*t^3+6*t^4
530,11a_281,Y,N,1-6*t+18*t^2-33*t^3+39*t^4-33*t^5+18*t^6-6*t^7+t^8
531,11a_282,Y,N,1-6*t+16*t^2-26*t^3+29*t^4-26*t^5+16*t^6-6*t^7+t^8
532,11a_283,Y,N,3-15*t+34*t^2-43*t^3+34*t^4-15*t^5+3*t^6
533,11a_284,Y,N,1-7*t+21*t^2-38*t^3+45*t^4-38*t^5+21*t^6-7*t^7+t^8
534,11a_285,Y,N,2-14*t+38*t^2-53*t^3+38*t^4-14*t^5+2*t^6
535,11a_286,Y,N,1-6*t+17*t^2-31*t^3+37*t^4-31*t^5+17*t^6-6*t^7+t^8
536,11a_287,Y,N,1-7*t+21*t^2-38*t^3+47*t^4-38*t^5+21*t^6-7*t^7+t^8
537,11a_288,Y,N,1-7*t+23*t^2-44*t^3+55*t^4-44*t^5+23*t^6-7*t^7+t^8
538,11a_289,Y,N,1-6*t+17*t^2-30*t^3+37*t^4-30*t^5+17*t^6-6*t^7+t^8
539,11a_290,Y,N,3-15*t+32*t^2-41*t^3+32*t^4-15*t^5+3*t^6
542,11a_293,Y,N,1-5*t+12*t^2-15*t^3+15*t^4-15*t^5+12*t^6-5*t^7+t^8
543,11a_294,Y,N,2-11*t+29*t^2-39*t^3+29*t^4-11*t^5+2*t^6
544,11a_295,Y,N,3-14*t+24*t^2-27*t^3+24*t^4-14*t^5+3*t^6
545,11a_296,Y,N,6-28*t+43*t^2-28*t^3+6*t^4
546,11a_297,Y,N,2-15*t+42*t^2-57*t^3+42*t^4-15*t^5+2*t^6
549,11a_300,Y,N,1-6*t+17*t^2-32*t^3+41*t^4-32*t^5+17*t^6-6*t^7+t^8
550,11a_301,Y,N,1-7*t+22*t^2-43*t^3+53*t^4-43*t^5+22*t^6-7*t^7+t^8
551,11a_302,Y,N,1-7*t+20*t^2-33*t^3+39*t^4-33*t^5+20*t^6-7*t^7+t^8
552,11a_303,Y,N,3-15*t+34*t^2-45*t^3+34*t^4-15*t^5+3*t^6
553,11a_304,Y,N,3-14*t+26*t^2-31*t^3+26*t^4-14*t^5+3*t^6
554,11a_305,Y,N,1-6*t+16*t^2-28*t^3+33*t^4-28*t^5+16*t^6-6*t^7+t^8
555,11a_306,Y,N,1-5*t+13*t^2-21*t^3+25*t^4-21*t^5+13*t^6-5*t^7+t^8
556,11a_307,Y,N,2-9*t+19*t^2-23*t^3+19*t^4-9*t^5+2*t^6
557,11a_308,Y,N,1-5*t+9*t^2-13*t^3+15*t^4-13*t^5+9*t^6-5*t^7+t^8
558,11a_309,Y,N,2-11*t+21*t^2-25*t^3+21*t^4-11*t^5+2*t^6
559,11a_310,Y,N,2-9*t+13*t^2-13*t^3+13*t^4-9*t^5+2*t^6
560,11a_311,Y,N,4-20*t+31*t^2-20*t^3+4*t^4
561,11a_312,Y,N,3-13*t+27*t^2-33*t^3+27*t^4-13*t^5+3*t^6
562,11a_313,Y,N,5-19*t+29*t^2-19*t^3+5*t^4
563,11a_314,Y,N,1-7*t+21*t^2-36*t^3+41*t^4-36*t^5+21*t^6-7*t^7+t^8
564,11a_315,Y,N,1-6*t+18*t^2-33*t^3+41*t^4-33*t^5+18*t^6-6*t^7+t^8
565,11a_316,Y,N,1-5*t+14*t^2-25*t^3+31*t^4-25*t^5+14*t^6-5*t^7+t^8
566,11a_317,Y,N,3-14*t+28*t^2-35*t^3+28*t^4-14*t^5+3*t^6
570,11a_321,Y,N,3-15*t+27*t^2-31*t^3+27*t^4-15*t^5+3*t^6
571,11a_322,Y,N,2-13*t+36*t^2-49*t^3+36*t^4-13*t^5+2*t^6
572,11a_323,Y,N,2-9*t+19*t^2-23*t^3+19*t^4-9*t^5+2*t^6
573,11a_324,Y,N,5-25*t+39*t^2-25*t^3+5*t^4
574,11a_325,Y,N,6-24*t+35*t^2-24*t^3+6*t^4
575,11a_326,Y,N,1-6*t+19*t^2-36*t^3+45*t^4-36*t^5+19*t^6-6*t^7+t^8
576,11a_327,Y,N,3-17*t+44*t^2-59*t^3+44*t^4-17*t^5+3*t^6
577,11a_328,Y,N,3-16*t+34*t^2-43*t^3+34*t^4-16*t^5+3*t^6
579,11a_330,Y,N,1-5*t+12*t^2-17*t^3+19*t^4-17*t^5+12*t^6-5*t^7+t^8
580,11a_331,Y,N,2-11*t+27*t^2-35*t^3+27*t^4-11*t^5+2*t^6
581,11a_332,Y,N,1-7*t+22*t^2-40*t^3+49*t^4-40*t^5+22*t^6-7*t^7+t^8
582,11a_333,Y,N,4-16*t+25*t^2-16*t^3+4*t^4
593,11a_344,Y,N,3-15*t+29*t^2-35*t^3+29*t^4-15*t^5+3*t^6
594,11a_345,Y,N,5-23*t+35*t^2-23*t^3+5*t^4
595,11a_346,Y,N,1-5*t+12*t^2-18*t^3+21*t^4-18*t^5+12*t^6-5*t^7+t^8
596,11a_347,Y,N,2-11*t+26*t^2-33*t^3+26*t^4-11*t^5+2*t^6
597,11a_348,Y,N,1-7*t+19*t^2-29*t^3+33*t^4-29*t^5+19*t^6-7*t^7+t^8
598,11a_349,Y,N,2-14*t+37*t^2-49*t^3+37*t^4-14*t^5+2*t^6
599,11a_350,Y,N,1-7*t+21*t^2-39*t^3+49*t^4-39*t^5+21*t^6-7*t^7+t^8
600,11a_351,Y,N,1-7*t+20*t^2-34*t^3+41*t^4-34*t^5+20*t^6-7*t^7+t^8
601,11a_352,Y,N,2-13*t+32*t^2-41*t^3+32*t^4-13*t^5+2*t^6
802,12a_1,Y,N,1-7*t+23*t^2-46*t^3+59*t^4-46*t^5+23*t^6-7*t^7+t^8
803,12a_2,Y,N,1-7*t+21*t^2-36*t^3+41*t^4-36*t^5+21*t^6-7*t^7+t^8
804,12a_3,Y,N,2-14*t+40*t^2-57*t^3+40*t^4-14*t^5+2*t^6
805,12a_4,Y,N,1-7*t+23*t^2-48*t^3+63*t^4-48*t^5+23*t^6-7*t^7+t^8
806,12a_5,Y,N,3-19*t+47*t^2-61*t^3+47*t^4-19*t^5+3*t^6
807,12a_6,Y,N,1-7*t+23*t^2-44*t^3+53*t^4-44*t^5+23*t^6-7*t^7+t^8
808,12a_7,Y,N,1-8*t+28*t^2-55*t^3+67*t^4-55*t^5+28*t^6-8*t^7+t^8
809,12a_8,Y,N,1-7*t+21*t^2-38*t^3+47*t^4-38*t^5+21*t^6-7*t^7+t^8
810,12a_9,Y,N,2-12*t+28*t^2-35*t^3+28*t^4-12*t^5+2*t^6
811,12a_10,Y,N,3-19*t+49*t^2-65*t^3+49*t^4-19*t^5+3*t^6
812,12a_11,Y,N,1-7*t+21*t^2-34*t^3+39*t^4-34*t^5+21*t^6-7*t^7+t^8
813,12a_12,Y,N,2-14*t+40*t^2-55*t^3+40*t^4-14*t^5+2*t^6
814,12a_13,Y,N,1-8*t+28*t^2-55*t^3+69*t^4-55*t^5+28*t^6-8*t^7+t^8
815,12a_14,Y,N,1-8*t+28*t^2-55*t^3+67*t^4-55*t^5+28*t^6-8*t^7+t^8
816,12a_15,Y,N,1-8*t+28*t^2-55*t^3+69*t^4-55*t^5+28*t^6-8*t^7+t^8
817,12a_16,Y,N,1-7*t+22*t^2-43*t^3+55*t^4-43*t^5+22*t^6-7*t^7+t^8
818,12a_17,Y,N,1-7*t+24*t^2-49*t^3+61*t^4-49*t^5+24*t^6-7*t^7+t^8
819,12a_18,Y,N,1-7*t+20*t^2-31*t^3+33*t^4-31*t^5+20*t^6-7*t^7+t^8
820,12a_19,Y,N,1-7*t+22*t^2-41*t^3+49*t^4-41*t^5+22*t^6-7*t^7+t^8
821,12a_20,Y,N,1-7*t+22*t^2-41*t^3+51*t^4-41*t^5+22*t^6-7*t^7+t^8
822,12a_21,Y,N,4-21*t+45*t^2-57*t^3+45*t^4-21*t^5+4*t^6
823,12a_22,Y,N,2-13*t+35*t^2-49*t^3+35*t^4-13*t^5+2*t^6
824,12a_23,Y,N,2-15*t+45*t^2-65*t^3+45*t^4-15*t^5+2*t^6
825,12a_24,Y,N,1-7*t+20*t^2-33*t^3+39*t^4-33*t^5+20*t^6-7*t^7+t^8
826,12a_25,Y,N,2-15*t+44*t^2-63*t^3+44*t^4-15*t^5+2*t^6
827,12a_26,Y,N,1-7*t+20*t^2-29*t^3+31*t^4-29*t^5+20*t^6-7*t^7+t^8
828,12a_27,Y,N,2-15*t+45*t^2-63*t^3+45*t^4-15*t^5+2*t^6
829,12a_28,Y,N,2-15*t+42*t^2-57*t^3+42*t^4-15*t^5+2*t^6
830,12a_29,Y,N,1-7*t+24*t^2-48*t^3+59*t^4-48*t^5+24*t^6-7*t^7+t^8
831,12a_30,Y,N,1-7*t+22*t^2-40*t^3+49*t^4-40*t^5+22*t^6-7*t^7+t^8
832,12a_31,Y,N,2-13*t+33*t^2-43*t^3+33*t^4-13*t^5+2*t^6
833,12a_32,Y,N,2-13*t+34*t^2-45*t^3+34*t^4-13*t^5+2*t^6
834,12a_33,Y,N,1-7*t+22*t^2-40*t^3+49*t^4-40*t^5+22*t^6-7*t^7+t^8
835,12a_34,Y,N,2-9*t+16*t^2-20*t^3+21*t^4-20*t^5+16*t^6-9*t^7+2*t^8
836,12a_35,Y,N,4-20*t+40*t^2-49*t^3+40*t^4-20*t^5+4*t^6
837,12a_36,Y,N,2-10*t+21*t^2-30*t^3+33*t^4-30*t^5+21*t^6-10*t^7+2*t^8
838,12a_37,Y,N,3-15*t+30*t^2-37*t^3+30*t^4-15*t^5+3*t^6
839,12a_38,Y,N,4-18*t+27*t^2-18*t^3+4*t^4
840,12a_39,Y,N,1-7*t+21*t^2-40*t^3+49*t^4-40*t^5+21*t^6-7*t^7+t^8
841,12a_40,Y,N,1-7*t+23*t^2-46*t^3+57*t^4-46*t^5+23*t^6-7*t^7+t^8
842,12a_41,Y,N,2-9*t+23*t^2-37*t^3+43*t^4-37*t^5+23*t^6-9*t^7+2*t^8
843,12a_42,Y,N,3-13*t+30*t^2-39*t^3+30*t^4-13*t^5+3*t^6
845,12a_44,Y,N,4-22*t+50*t^2-65*t^3+50*t^4-22*t^5+4*t^6
846,12a_45,Y,N,1-8*t+22*t^2-37*t^3+43*t^4-37*t^5+22*t^6-8*t^7+t^8
847,12a_46,Y,N,2-15*t+38*t^2-51*t^3+38*t^4-15*t^5+2*t^6
848,12a_47,Y,N,3-19*t+45*t^2-59*t^3+45*t^4-19*t^5+3*t^6
849,12a_48,Y,N,1-8*t+28*t^2-57*t^3+73*t^4-57*t^5+28*t^6-8*t^7+t^8
850,12a_49,Y,N,5-23*t+53*t^2-69*t^3+53*t^4-23*t^5+5*t^6
851,12a_50,Y,N,1-8*t+20*t^2-30*t^3+33*t^4-30*t^5+20*t^6-8*t^7+t^8
852,12a_51,Y,N,2-17*t+45*t^2-61*t^3+45*t^4-17*t^5+2*t^6
855,12a_54,Y,N,3-17*t+39*t^2-51*t^3+39*t^4-17*t^5+3*t^6
858,12a_57,Y,N,3-17*t+41*t^2-55*t^3+41*t^4-17*t^5+3*t^6
859,12a_58,Y,N,1-7*t+23*t^2-44*t^3+55*t^4-44*t^5+23*t^6-7*t^7+t^8
860,12a_59,Y,N,1-8*t+28*t^2-57*t^3+71*t^4-57*t^5+28*t^6-8*t^7+t^8
861,12a_60,Y,N,1-8*t+28*t^2-57*t^3+73*t^4-57*t^5+28*t^6-8*t^7+t^8
862,12a_61,Y,N,1-7*t+21*t^2-38*t^3+45*t^4-38*t^5+21*t^6-7*t^7+t^8
863,12a_62,Y,N,2-12*t+30*t^2-41*t^3+30*t^4-12*t^5+2*t^6
864,12a_63,Y,N,1-8*t+28*t^2-57*t^3+71*t^4-57*t^5+28*t^6-8*t^7+t^8
865,12a_64,Y,N,4-22*t+50*t^2-65*t^3+50*t^4-22*t^5+4*t^6
866,12a_65,Y,N,1-8*t+22*t^2-37*t^3+43*t^4-37*t^5+22*t^6-8*t^7+t^8
867,12a_66,Y,N,1-7*t+25*t^2-52*t^3+67*t^4-52*t^5+25*t^6-7*t^7+t^8
868,12a_67,Y,N,1-8*t+26*t^2-47*t^3+55*t^4-47*t^5+26*t^6-8*t^7+t^8
869,12a_68,Y,N,2-15*t+44*t^2-63*t^3+44*t^4-15*t^5+2*t^6
870,12a_69,Y,N,1-8*t+27*t^2-52*t^3+63*t^4-52*t^5+27*t^6-8*t^7+t^8
871,12a_70,Y,N,1-8*t+27*t^2-50*t^3+61*t^4-50*t^5+27*t^6-8*t^7+t^8
872,12a_71,Y,N,1-8*t+25*t^2-44*t^3+51*t^4-44*t^5+25*t^6-8*t^7+t^8
873,12a_72,Y,N,2-16*t+47*t^2-67*t^3+47*t^4-16*t^5+2*t^6
874,12a_73,Y,N,2-17*t+51*t^2-71*t^3+51*t^4-17*t^5+2*t^6
875,12a_74,Y,N,1-7*t+26*t^2-57*t^3+73*t^4-57*t^5+26*t^6-7*t^7+t^8
876,12a_75,Y,N,5-24*t+46*t^2-55*t^3+46*t^4-24*t^5+5*t^6
877,12a_76,Y,N,8-36*t+55*t^2-36*t^3+8*t^4
878,12a_77,Y,N,1-7*t+24*t^2-49*t^3+63*t^4-49*t^5+24*t^6-7*t^7+t^8
879,12a_78,Y,N,2-8*t+19*t^2-29*t^3+33*t^4-29*t^5+19*t^6-8*t^7+2*t^8
880,12a_79,Y,N,1-7*t+22*t^2-43*t^3+55*t^4-43*t^5+22*t^6-7*t^7+t^8
881,12a_80,Y,N,1-7*t+21*t^2-36*t^3+43*t^4-36*t^5+21*t^6-7*t^7+t^8
882,12a_81,Y,N,2-14*t+38*t^2-51*t^3+38*t^4-14*t^5+2*t^6
884,12a_83,Y,N,3-20*t+48*t^2-63*t^3+48*t^4-20*t^5+3*t^6
885,12a_84,Y,N,1-7*t+22*t^2-43*t^3+53*t^4-43*t^5+22*t^6-7*t^7+t^8
886,12a_85,Y,N,2-8*t+19*t^2-28*t^3+31*t^4-28*t^5+19*t^6-8*t^7+2*t^8
887,12a_86,Y,N,4-17*t+39*t^2-51*t^3+39*t^4-17*t^5+4*t^6
888,12a_87,Y,N,1-7*t+20*t^2-37*t^3+45*t^4-37*t^5+20*t^6-7*t^7+t^8
889,12a_88,Y,N,1-8*t+30*t^2-65*t^3+83*t^4-65*t^5+30*t^6-8*t^7+t^8
890,12a_89,Y,N,4-17*t+38*t^2-49*t^3+38*t^4-17*t^5+4*t^6
891,12a_90,Y,N,1-7*t+24*t^2-49*t^3+61*t^4-49*t^5+24*t^6-7*t^7+t^8
892,12a_91,Y,N,1-8*t+26*t^2-47*t^3+57*t^4-47*t^5+26*t^6-8*t^7+t^8
893,12a_92,Y,N,1-8*t+23*t^2-40*t^3+47*t^4-40*t^5+23*t^6-8*t^7+t^8
896,12a_95,Y,N,3-18*t+46*t^2-61*t^3+46*t^4-18*t^5+3*t^6
899,12a_98,Y,N,1-7*t+22*t^2-41*t^3+49*t^4-41*t^5+22*t^6-7*t^7+t^8
900,12a_99,Y,N,1-7*t+24*t^2-47*t^3+59*t^4-47*t^5+24*t^6-7*t^7+t^8
901,12a_100,Y,N,3-21*t+53*t^2-71*t^3+53*t^4-21*t^5+3*t^6
902,12a_101,Y,N,1-7*t+25*t^2-50*t^3+63*t^4-50*t^5+25*t^6-7*t^7+t^8
904,12a_103,Y,N,3-20*t+52*t^2-69*t^3+52*t^4-20*t^5+3*t^6
905,12a_104,Y,N,4-17*t+37*t^2-47*t^3+37*t^4-17*t^5+4*t^6
